URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://hl7.org/fhir/us/vrdr/CodeSystem/vrdr-filing-format-cs,3.0.0-preview1,active,,FilingFormatCS,Filing Formats,"Death Certificate Filing Formats CodeSystem","ConceptMap/FilingFormatCM,ValueSet/vrdr-filing-format-vs"
http://hl7.org/fhir/us/vrdr/CodeSystem/vrdr-intentional-reject-cs,3.0.0-preview1,active,,IntentionalRejectCS,Intentional Reject,"Intentional Reject CodeSystem","ConceptMap/IntentionalRejectCM,ValueSet/vrdr-intentional-reject-vs"
http://hl7.org/fhir/us/vrdr/CodeSystem/vrdr-replace-status-cs,3.0.0-preview1,active,,ReplaceStatusCS,Replacement Status of Death Record Submission CodeSystem,"Replacement Status of Death Record Submission CodeSystem","ConceptMap/ReplaceStatusCM,ValueSet/vrdr-replace-status-vs"
http://hl7.org/fhir/us/vrdr/CodeSystem/vrdr-system-placeofinjury-cs,3.0.0-preview1,active,,SuperMicarPlaceOfInjuryCS,Supermicar Place Of Injury CodeSystem,"Supermicar Place Of Injury CodeSystem","ValueSet/vrdr-place-of-injury-other-vs"
http://hl7.org/fhir/us/vrdr/CodeSystem/vrdr-system-reject-cs,3.0.0-preview1,active,,SystemRejectCS,System Reject Code System,"System Reject Code System","ValueSet/vrdr-system-reject-vs,ConceptMap/SystemRejectCM"
http://hl7.org/fhir/us/vrdr/CodeSystem/vrdr-transax-conversion-cs,3.0.0-preview1,active,,TransaxConversionCS,Transax Conversion CodeSystem,"Transax Conversion Code System","ConceptMap/TransaxConversionCM,ValueSet/vrdr-transax-conversion-vs"
http://loinc.org,3.1.0,active,"2.16.840.1.113883.6.1",LOINC,Logical Observation Identifiers, Names and Codes (LOINC),"LOINC provides a set of universal names and ID codes for identifying laboratory and clinical test results.1,2 LOINC facilitates the exchange and pooling of results, such as blood hemoglobin, serum potassium, or vital signs, for clinical care, outcomes management, and research. LOINC's universal identifiers (names and codes) can be used in the context of order and observation exchanges between information systems that use syntax standards such as HL73, CEN TC251, ISO TC215, ASTM4, and DICOM. Specifically, the identifier can be used as the coded value for an observation in any other standard that uses the observation/observation value paradigm, whether messages, documents, application programming interface (API), etc. For example, LOINC codes are used widely in the OBX segment Observation Identifier field (OBX-3) of an ORU HL7 (HL7 version 2.x or ASTM 1238-9410) message that may be sent between a Clinical Laboratory Information Management Systems (LIMS) and Electronic Health Record Systems (EHR).5, 6 In this way, LOINC codes provide universal identifiers that allow the exchange of clinical data between heterogeneous computing environments.","ValueSet/vrdr-place-of-injury-vs,ConceptMap/PlaceOfInjuryCM"
http://snomed.info/sct,null,active,"2.16.840.1.113883.6.96",SNOMED_CT,SNOMED CT (all versions),"SNOMED CT is the most comprehensive and precise clinical health terminology product in the world, owned and distributed around the world by The International Health Terminology Standards Development Organisation (IHTSDO).","ConceptMap/MannerOfDeathCM,ConceptMap/MethodOfDispositionCM,ValueSet/vrdr-death-certification-event-vs,ValueSet/vrdr-death-certification-event-max-vs,ValueSet/vrdr-certifier-types-vs,ValueSet/vrdr-method-of-disposition-vs,ConceptMap/PlaceOfDeathCM,ValueSet/vrdr-contributory-tobacco-use-vs,ValueSet/vrdr-place-of-death-vs,ValueSet/vrdr-transportation-incident-role-vs,ConceptMap/CertifierTypesCM,ConceptMap/TransportationIncidentRoleCM,ConceptMap/ContributoryTobaccoUseCM,ValueSet/vrdr-manner-of-death-vs"
http://terminology.hl7.org/CodeSystem/v2-0136,2.9,active,"2.16.840.1.113883.18.347",v2.0136,v2 Y/N Indicator,"FHIR Value set/code system definition for HL7 v2 table 0136 ( Y/N Indicator)","ValueSet/ValueSet-yes-no-unknown-not-applicable-vr,ValueSet/vrdr-spouse-alive-vs,ValueSet/ValueSet-yes-no-unknown-vr,ConceptMap/SpouseAliveCM"
http://terminology.hl7.org/CodeSystem/v3-MaritalStatus,3.0.0,active,"2.16.840.1.113883.5.2",MaritalStatus,MaritalStatus,"\* \* \* No description supplied \* \* \*    *Open Issue:* The specific meanings of these codes can vary somewhat by jurisdiction and implementation so caution should be used when determining equivalency.    *Open Issue:* fixing and completion of the hierarchy and proper good definitions of all the concepts is badly needed.","ValueSet/ValueSet-marital-status-vr"
http://terminology.hl7.org/CodeSystem/v3-NullFlavor,3.0.0,active,"2.16.840.1.113883.5.1008",NullFlavor,NullFlavor,"A collection of codes specifying why a valid value is not present.","ValueSet/ValueSet-yes-no-unknown-not-applicable-vr,ConceptMap/MethodOfDispositionCM,ValueSet/vrdr-certifier-types-vs,ValueSet/vrdr-method-of-disposition-vs,ConceptMap/PlaceOfDeathCM,ValueSet/ValueSet-yes-no-unknown-vr,ValueSet/vrdr-contributory-tobacco-use-vs,ValueSet/vrdr-death-pregnancy-status-vs,ValueSet/vrdr-spouse-alive-vs,ValueSet/vrdr-place-of-death-vs,ValueSet/ValueSet-units-of-age-vr,ValueSet/ValueSet-states-territories-provinces-vr,ValueSet/vrdr-place-of-injury-vs,ValueSet/vrdr-activity-at-time-of-death-vs,ValueSet/vrdr-transportation-incident-role-vs,ConceptMap/PlaceOfInjuryCM,ConceptMap/CertifierTypesCM,ConceptMap/TransportationIncidentRoleCM,ConceptMap/ContributoryTobaccoUseCM,ConceptMap/DeathPregnancyStatusCM,ConceptMap/SpouseAliveCM,ValueSet/ValueSet-marital-status-vr"
http://unitsofmeasure.org,3.0.1,active,"2.16.840.1.113883.6.8",UCUM,Unified Code for Units of Measure (UCUM),"The Unified Code for Units of Measure (UCUM) is a code system intended to include all units of measures being contemporarily used in international science, engineering, and business. The purpose is to facilitate unambiguous electronic communication of quantities together with their units. The focus is on electronic communication, as opposed to communication between humans. A typical application of The Unified Code for Units of Measure are electronic data interchange (EDI) protocols, but there is nothing that prevents it from being used in other types of machine communication.","ValueSet/ValueSet-units-of-age-vr"
