URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/us/vrdr/ValueSet/vrdr-filing-format-vs,3.0.0-preview1,draft,,FilingFormatVS,Filing Format ValueSet,"Filing Format ValueSet  Mapping to IJE codes [here](ConceptMap-FilingFormatCM.html).",,"Internal"
http://hl7.org/fhir/us/vrdr/ValueSet/vrdr-icd10-causes-of-death-vs,3.0.0-preview1,draft,,ICD10CausesOfDeathVS,ICD10 Causes of Death ValueSet,"ICD10 Causes of Death ValueSet",,"hl7.terminology.r4"
http://hl7.org/fhir/us/vrdr/ValueSet/vrdr-intentional-reject-vs,3.0.0-preview1,draft,,IntentionalRejectVS,Intentional Reject ValueSet,"Intentional Reject ValueSet.  Mapping to IJE codes [here](ConceptMap-IntentionalRejectCM.html).",,"Internal"
http://hl7.org/fhir/us/vrdr/ValueSet/vrdr-manner-of-death-vs,3.0.0-preview1,draft,,MannerOfDeathVS,Manner of Death ValueSet,"A set of code used to indicate a classification of the manner of death.   Mapping to IJE codes [here](ConceptMap-MannerOfDeathCM.html).",,"SCT"
http://hl7.org/fhir/us/vrdr/ValueSet/vrdr-method-of-disposition-vs,3.0.0-preview1,draft,,MethodOfDispositionVS,Method of Disposition ValueSet,"The set of codes used to indicate the method used to dispose of the decedents remains.  Mapping to IJE codes [here](ConceptMap-MethodOfDispositionCM.html).",,"THO (V3),SCT"
http://hl7.org/fhir/us/vrdr/ValueSet/vrdr-place-of-death-vs,3.0.0-preview1,draft,,PlaceOfDeathVS,Place of Death ValueSet,"Code values reflecting the death location of the decedent (e.g., hospital, home, hospice).  Mapping to IJE codes [here](ConceptMap-PlaceOfDeathCM.html).",,"THO (V3),SCT"
http://hl7.org/fhir/us/vrdr/ValueSet/vrdr-place-of-injury-other-vs,3.0.0-preview1,draft,,PlaceOfInjuryOtherVS,Place of Injury - Other ValueSet,"Place of Injury from NCHS SuperMicar Format.  This provides additional detail when the TRX code is 'Other'.",,"Internal"
http://hl7.org/fhir/us/vrdr/ValueSet/vrdr-place-of-injury-vs,3.0.0-preview1,draft,,PlaceOfInjuryVS,Place of Injury ValueSet,"Place of Injury from NCHS TRX Format.  THis contains all of the codes from https://loinc.org/LL1051-3/ except for LA14087-3 (Public Institution).  Mapping to IJE codes [here](ConceptMap-PlaceOfInjuryCM.html).",,"THO (V3),LOINC"
http://hl7.org/fhir/us/vrdr/ValueSet/vrdr-replace-status-vs,3.0.0-preview1,draft,,ReplaceStatusVS,Replacement Status ValueSet,"Replacement Status Value Set.  NCHS will not process original or update submissions flagged 'updated_notforNCHS'.  Mapping to IJE codes [here](ConceptMap-ReplaceStatusCM.html).",,"Internal"
http://hl7.org/fhir/us/vrdr/ValueSet/vrdr-spouse-alive-vs,3.0.0-preview1,draft,,SpouseAliveVS,Spouse Alive ValueSet,"The set of codes used to indicate whether the decedent's spouse is alive.  Mapping to IJE codes [here](ConceptMap-SpouseAliveCM.html).",,"THO (V3),THO (V2)"
http://hl7.org/fhir/us/vrdr/ValueSet/vrdr-system-reject-vs,3.0.0-preview1,draft,,SystemRejectVS,System Reject ValueSet,"System Reject ValueSet.  Mapping to IJE codes [here](ConceptMap-SystemRejectCM.html).",,"Internal"
http://hl7.org/fhir/us/vrdr/ValueSet/vrdr-transax-conversion-vs,3.0.0-preview1,draft,,TransaxConversionVS,Transax Conversion ValueSet,"Transax Conversion ValueSet.  Mapping to IJE codes [here](ConceptMap-TransaxConversionCM.html).",,"Internal"
http://hl7.org/fhir/us/vrdr/ValueSet/vrdr-transportation-incident-role-vs,3.0.0-preview1,draft,,TransportationIncidentRoleVS,Transportation Incident Role ValueSet,"Role of the decedent in a transportation incident resulting in a death-related injury.  Mapping to IJE codes [here](ConceptMap-TransportationIncidentRoleCM.html).",,"THO (V3),SCT"
